"V1","V2"
"mKIAA0136","Myd88"
"Aoah","Prdx5"
"Celf2","AK034420"
"Snx27","AK051424"
"Irg1","Cpd"
"Kri1","Jup"
"Jup","Utp14a"
"Jup","Ylpm1"
"Jup","Galc"
"Hist1h2bl","Jup"
"Jup","Ehmt2"
"Ctsd","Gla"
"Soat1","Utp6"
"Znfx1","Cfb"
"Rpl9","Stx7"
"Ipo4","JSAP2"
"Ndufb10","Srm"
"Plcb2","apg-1b"
"Rassf2","Nxt1"
"Irg1","Gbp3"
"Glt25d1","mKIAA0031"
"Sepx1","mDEAH9"
"Sec61a2","Rpl22l1"
"Hnrnpul2","Adam10"
"Ddi2","Adam17"
"Adap1","Cand1"
"Zzef1","Dnajc2"
"Ptgr2","Adk"
"Snx5","Rnps1"
"Acat1","Nop58"
"Exoc6","Ppil1"
"Nup155","Txndc5"
"Relb","Tle3"
"Akr1a4","Ube2m"
"Grn","Fblim1"
"Glod4","Tsta3"
"Mtpn","Pppde2"
"Nup62","Pppde2"
"Pppde2","Sf3b4"
"Pppde2","Cpsf3l"
"Psmd11","Mrpl41"
"Cog4","Txndc5"
"Ptpre","Drg1"
"Fcrls","Rassf5"
"Plrg1","Sepx1"
"BC002288","Ifit2"
"Eif6","Bcl2l1"
"Tnfrsf26","mDEAH9"
"Hspa8","Prdx5"
"Pcna","Srsf5"
"Ccdc22","Pnn"
"Nub1","Gm10653"
"Eml3","Cops8"
"Ifi47","Sp100"
"Sumo1","Thoc3"
"Abcg1","Rest"
"mVps16","Myg1"
"Rps18","Pygl"
"cbp82","Aldh1b1"
"Serpinb2","Irgm1"
"Sash1","Cmpk2"
"apg-1b","Psma2"
"Cat","Stat6"
"Slc3a2","Prdx5"
"Il1b","Rnf213"
"Ctbp1","Cdc16"
"Smap2","Mgl2"
"Hck","Nub1"
"Rbm47","Cggbp1"
"Nup153","Mical1"
"Ruvbl2","Pfdn1"
"Ndufb4","Srrm1"
"Ndufb4","Zc3h13"
"Ndufb4","Copz1"
"Ndufb4","Ankle2"
"Ndufb4","9630033F20Rik"
"Ndufb4","Adpgk"
"Esyt1","Whsc2"
"Whsc2","Atp7a"
"Mtm1","Lcp2"
"Gfer","Kifap3"
"Dak","Kifap3"
"Kifap3","Pex5"
"Ccl5","Ddx24"
"Cfp","Gss"
"Mecr","Dnaja3"
"BC002288","Serpinb2"
"Lypla1","Oxct1"
"Prosc","Nudt5"
"Slfn2","Cd14"
"Vps36","Prcp"
"Rela","Aldh1b1"
"Relb","Tln1"
"Sgpl1","mKIAA1558"
"Serpinb2","Tra2a"
"Cpne1","Rufy2"
"Dnaja1","Raf1"
"Dusp23","Vps4a"
"Dusp23","Pex10"
"BC002288","Itga5"
"Vti1b","Ptp4a2"
"Rsu1","Smap2"
"Kpna3","Tpt1"
"Supt5h","Hnrnpr"
"Ruvbl2","Dcps"
"Pfdn5","Rpl7a"
"Ehd1","limd1"
"Malt1","Oas1g"
"Oasl1","Ddx24"
"Dtx3l","Rbm7"
"Tomm70a","Htatip2"
"mKIAA0074","Smc2"
"Drg1","Adam10"
"Dock8","Commd2"
"Clip1","mDj11"
"Idh3a","Flii"
"Rnf20","Katna1"
"Katna1","Adprhl2"
"Mvd","Katna1"
"Katna1","Lig1"
"Katna1","Tmem135"
"Hck","Dck"
"Rnf213","Hp"
"Il1rn","Hn1"
"Gmfg","Ahcy"
"Prpf8","Clk3"
"Smpdl3b","Actr10"
"Dtx3l","Itga5"
"Zc3hav1","Dnaja2"
"Apobec1","Mib1"
"Ass1","Adh5"
"Serpinb1a","Lpxn"
"Rfc2","Hdlbp"
"BC002288","Ifit2"
"Dnaja1","Mlkl"
"Il1b","Setd7"
"Rhbdf2","Mlkl"
"5430437P03Rik","Gle1"
"Gle1","Tgs1"
"Smc2","Ubash3b"
"Zfand2b","Aftph"
"Akr7a5","Ppt1"
"Pank2","Akt3"
"Pank2","Gvin1"
"Ubac2","Pank2"
"Ero1lb","Mapksp1"
"Sep2","P2rx7"
"Pfdn5","P2rx7"
"Drap1","Nae1"
"Vps39","Taldo1"
"Qk","Ptk2b"
"Aspscr1","Vwa5a"
"Pacsin2","Sra1"
"Lgals9","Nfkb2"
"Sec16a","Sep2"
"Rprd1b","Atp2a3"
"Lima1","Eif5a2"
"Ddx58","Dnaja1"
"Commd3","Rpl4"
"Cmpk2","Znfx1"
"Psma3","Lbr"
"Rpl9","Sdhb"
"Pla2g7","Cd84"
"Idh3b","Sf3b5"
"Ptgs2","Ifi205"
"Srp9","Ap2a1"
"Oasl1","Itga5"
"Gbp3","Marcksl1"
"Eif4a3","Ppib"
"Mtpn","Tgm2"
"Cc2d1b","Mcm4"
"Pdhb","Taldo1"
"Gmds","Tsr1"
"Ero1lb","Srrm1"
"Ero1lb","Ccdc9"
"Zc3h4","Ero1lb"
"Stat2","Ero1lb"
"Ero1lb","Fyb"
"Tapbp","Ero1lb"
"Hcfc1","Ero1lb"
"Ero1lb","Abi3"
"Adpgk","Ero1lb"
"Ero1lb","Dera"
"Wipf1","Tbc1d20"
"Ckap4","Sacm1l"
"Tnpo3","Rabgap1"
"Rexo2","Nit2"
"Bcap31","Atf7ip"
"Ccdc56","Atf7ip"
"Atf7ip","Ndel1"
"Atf7ip","Ripk2"
"Rpl7a","Acap2"
"Ugdh","U2af1"
"Ifih1","Parp12"
"Itgb2","Sptlc2"
"Trex1","Mcat"
"Trex1","Dhx58"
"Ehd1","Gsk3b"
"Pold1","Pelp1"
"mKIAA1207","Suclg1"
"Tmem43","G3bp2"
"Apobec1","Cd97"
"Etfa","Uqcrb"
"Pycr2","Lemd3"
"Nudt9","Cacna1d"
"Ttc35","Cacna1d"
"Phpt1","Cacna1d"
"Hnrnpab","Ube2b"
"Acbd3","Ube2b"
"Ube2b","Mak16"
"Sort1","Rps16"
"Dhx58","Oas3"
"Rnf213","Mir147"
"Pdcd5","Vps36"
"Golga3","Ywhaz"
"Pgm3","Atg12"
"Timm8b","Rab22B"
"Atp6v1e1","Mrpl41"
"2010106G01Rik","Ptk2b"
"G3BP","Rai14"
"Bet1l","Tec"
"Cd40","Ifitm3"
"Gas7","Glipr2"
"Strn4","2610301G19Rik"
"Spcs2","Alg5"
"Gmpr","Bcar3"
"Bcar3","Add1"
"Pkib","Bcar3"
"Mapkapk2","Txnrd1"
"Gorasp2","C2cd2l"
"Clec7a","C2cd2l"
"C2cd2l","Med21"
"Cmas","Padi4"
"Ddt","Apeh"
"Glo1","Syncrip"
"Ttc35","Dnaja3"
"Nampt","Psme1"
"Rnaseh2a","Rpl7"
"BC026590","Dhx29"
"BC002288","Gbp3"
"Pstpip2","Morf4l1"
"Nup93","Prcp"
"Kcmf1","Rps26"
"Ehd1","Rhoa"
"Ddt","Ddost"
"Ddhd1","Supt5h"
"Pycr2","AI314180"
"Got2","Scfd1"
"Adssl1","Twf2"
"Opa1","Lemd2"
"pub","Spata5"
"St13","Psmb4"
"Ywhab","Pon3"
"Pla2g7","Stat1"
"Slfn5","Cyp4v3"
"mKIAA4150","AK185771"
"Abce1","Ap2a1"
"Lepre1","Hnrnph2"
"BC006779","Pygl"
"Nup133","Aaas"
"Gnpda1","Hmha1"
"Prdx4","Zc3h14"
"Ftsj3","Rbck1"
"Sfpq","Padi4"
"Slc2a6","Mlyk"
"Mpp1","Anpep"
"Nhlrc2","M6pr"
"Cept1","Mpp6"
"Dctn3","Psmd11"
"Il1a","Ifi47"
"Rnf213","Myd88"
"Mapre1","Nek9"
"Tmed10","Gsr"
"Isyna1","Rpn2"
"Hcfc1","Map2k6"
"Nqo1","Map2k6"
"Lrp1","Ptplb"
"Ptplb","Ttr"
"Glt25d1","Cbr3"
"Chmp4b","Arf4"
"Hp","Mir147"
"Sbds","Ik"
"Uba5","Casp3"
"Gcn1l1","5430437P03Rik"
"Cryzl1","Pebp1"
"Cog5","Gcat"
"AK079263","Ctnnb1"
"Nampt","Psmd10"
"Nmral1","mKIAA0676"
"Pyhin1","Parp14"
"Kif13b","Ube4b"
"Acsl1","Prdx1"
"Prpsap2","Gstp1"
"Wbscr22","Rrp1"
"Bst2","Dhx58"
"Plaa","Padi4"
"Palm","Pum1"
"Asph","Dhrs4"
"Mir147","Relb"
"Kcmf1","Chchd5"
"Naa15","Rpl27a"
"Uqcr","Polr1c"
"Stom","Smarce1"
"Ddx18","Nkrf"
"Nkrf","Chd5"
"Ppp1r12a","Rab18"
"Vps18","Timm8a1"
"Trps1","Ccdc86"
"Mrpl27","Hist1h2bp"
"Hspbp1","Gapvd1"
"Pspc1","Dcaf8"
"Pitpnm1","Gmppb"
"Psma7","Isoc1"
"Stk24","Cbx3"
"Nup62-il4i1","mDEAH9"
"Abce1","Atp5a1"
"Sf3a1","Sae1"
"Hp1bp3","Mrpl40"
"Mycbp","Psmd7"
"Ltf","Ikbkg"
"Tprkb","Oxct1"
"Asns","Parp3"
"Vti1a","Gvin1"
"Rassf4","Srxn1"
"Dpp7","Acot9"
"Agfg2","Nckap1l"
"Gars","Wtap"
"Usp5","Rrs1"
"Impdh1","Maoa"
"Ppp4r2","Adk"
"Cops3","Gtf2a2"
"Dcun1d1","Gtf2a2"
"Gtf2a2","Vkorc1"
"Fn3krp","Gtf2a2"
"Nmral1","Sord"
"AK157941","Rab8B"
"Nt5c2","Ppp2r5d"
"Anpep","Dld"
"Poglut1","Lyrm4"
"Gbp5","Filip1l"
"Farsa","Aldh3b1"
"Mobkl1a","Uba1"
"Dennd4b","Sae1"
"Stk38","Strap"
"Iqgap1","Thumpd1"
"Tollip","2210016F16Rik"
"Dctn3","Uqcrh"
"Commd3","Tsnax"
"Pold1","Hdgf"
"Tlr2","Cfb"
"Tuba3a","Golga3"
"Eed","Ccdc127"
"E2f4","Ccdc127"
"Fam184a","Ccdc127"
"Nkap","Pcyt1b"
"Nkap","Cln5"
"Vps26b","Pex11b"
"Pex11b","Bola3"
"Marcksl1","Parp9"
"Btf3l4","Nudt5"
"Trp53bp1","Scamp3"
"Cstf1","Rbm26"
"Setd3","Nhlrc2"
"Hscb","Mpst"
"Mat2a","Pabpn1"
"Pid1","Plxna1"
"Plaa","Atpif1"
"Med28","Ufc1"
"Med28","Rb1cc1"
"Med28","Tmem87a"
"Med28","Tars2"
"Txn2","Anxa6"
"Vamp3","D6Wsu116e"
"Ndufb10","Ufd1l"
"Trip12","Serbp1"
"Psat1","Pcnt"
"Brox","Kif5b"
"Ndufs3","Csl"
"Rcc1","Tpi1"
"Eif3m","Map2k2"
"Selenbp1","Uqcrc1"
"Brcc3","4831426I19Rik"
"4831426I19Rik","Txnl4a"
"Nr3c1","Tle3"
"Qk","Cd44"
"Eif2ak2","Rgs14"
"Bst2","Itga5"
"Ints3","Rhog"
"Cyfip1","Qtrt1"
"Sacm1l","Fasn"
"Runx3","Acap2"
"Pfdn5","Sars"
"Sqstm1","Nlrp3"
"Cwc27","Bid"
"Vps36","Urod"
"Pacs2","Rpl22"
"Commd8","Eps15"
"Ifi205","Trim30a"
"Nfyc","Ndufa2"
"Edf1","Psmc1"
"Pcbp2","Psma1"
"Evi2b","Ly75"
"Clip1","Mnt"
"Slfn5","Cd40"
"Myo6","Mark3"
"Pcmt1","Asna1"
"Wdr81","mKIAA1207"
"Pcna","S100a9"
"Padi4","Bpnt1"
"Dnajc2","Tsta3"
"Adap1","Glg1"
"Galns","Psmd12"
"Ndufs2","Polr2e"
"Tollip","Rpe"
"AK078801","Cul1"
"Hdgf","Pml"
"N4bp1","Sec13"
"Cab39","Ankfy1"
"Sgta","Ankfy1"
"Pycr2","Aldh16a1"
"Kctd12","Bpnt1"
"Got1","Sdhb"
"Ttc37","Hrsp12"
"Metap1","Rplp0"
"Itsn2","Srm"
"Rac1","Pdk3"
"Kctd12","Idh1"
"Trip11","Kcnk6"
"Bcap31","Kcnk6"
"Tmed10","Kcnk6"
"Ak3","Kcnk6"
"Stag1","Kcnk6"
"Kcnk6","C330007P06Rik"
"Ifitm3","Gch1"
"Rsad2","Ifitm3"
"Mat2b","Cdc42ep4"
"Atp2b1","Bphl"
"N4bp1","Eif3e"
"1110058L19Rik","Ckb"
"1110058L19Rik","Exosc2"
"Camp","Atad2b"
"Rcc1","Atox1"
"Mogs","Mobkl3"
"Exoc4","Pgm3"
"Pcbp2","Ap1m1"
"Rprd1b","Gfer"
"Aldh4a1","Cul4a"
"Nrd1","mKIAA0097"
"Mobkl3","E430025E21Rik"
"Anpep","Dek"
"Gns","Zfp384"
"Rab11a","Birc6"
"Adssl1","Rad23b"
"Cltb","Alox5"
"Cul4b","Ywhae"
"2310045N01Rik","Gsn"
"Nr3c1","Psmb10"
"Ifih1","Filip1l"
"1200014J11Rik","Tjp2"
"Adk","Pfdn4"
"Psmf1","Ddrgk1"
"Tlr2","Cyp4v3"
"Oasl1","Dtx3l"
"Asah1","Pes1"
"Rprd1b","Acox3"
"Sub1","Arpc3"
"Csf1r","C3"
"Cd40","Oas1g"
"Arl6ip1","Gab2"
"Endog","Dbt"
"Clec4d","Znfx1"
"Elmo2","Impa1"
"Copb1","Pisd"
"Rab8B","Serbp1"
"Rbbp9","Cks2"
"Bub1b","Cks2"
"Gbp3","Mir147"
"Exoc8","Rexo2"
"2310014H01Rik","Plbd2"
"Commd9","As3mt"
"Ctsb","Naga"
"Trim25","Ptk2b"
"Cdc5l","Tubg1"
"Cnbp","Clk2"
"Ebp","Rpl27a"
"Lamb1","Ndufa8"
"Med28","Lamb1"
"Lamb1","Mmgt1"
"Lamb1","Pold2"
"Sash1","Irgm2"
"BC002288","Malt1"
"Sec61b","Gab2"
"Hip1","Nhp2"
"Apobec1","Mki67ip"
"Ampd3","Nrbp1"
"Cd40","Csf2ra"
"Maoa","AK086522"
"Ifi35","Osbpl3"
"Magoh","Stat5b"
"Sgta","Rad21"
"2310014H01Rik","Rcc1"
"Mndal","Rel"
"Cnbp","AK017645"
"Csf1r","Lpl"
"Rab2a","Dcaf8"
"Prex1","Ikbkg"
"Prdx4","AK164362"
"Pgk1","Dkc1"
"Impdh1","Atp5c1"
"Stk17b","Serpinb6b"
"Fam71b","Serpinb6b"
"Ireb2","2310011J03Rik"
"Ireb2","Pus7l"
"Lpp","1810030O07Rik"
"Rcc1","Klraq1"
"Tsta3","Mtr"
"Nucb1","Mtr"
"Mtr","Snx8"
"1810035L17Rik","Mtr"
"Casp1","Ube2z"
"Rasa3","Lgtn"
"Clybl","Kif5b"
"Gdap2","Sqrdl"
"Uqcrb","Ndufa2"
"Smpdl3a","Sptlc2"
"Crnkl1","Grb2"
"Naa15","Rpl21"
"Kcmf1","Sars"
"Gps1","Bnip3"
"Guk1","Bnip3"
"Bnip3","Stk17b"
"Dnttip2","Aqr"
"S100a6","Pcyt2"
"Trim25","Nmi"
"mKIAA4155","Ubqln1"
"Ppm1g","Ppp1r12a"
"Lsm14a","Arrb2"
"Exoc4","Gnaq"
"Psma5","Alkbh5"
"Dcxr","Gmppb"
"Ctbp1","Sord"
"Acsl1","Ddx24"
"Suv39h2","Ccdc75"
"Ccdc75","Fnbp1"
"Ccdc75","Wdr48"
"Engase","Ccdc75"
"Ubqln1","Pkm2"
"Naa50","Mapk1"
"Nrd1","Klc1"
"Serpinb2","Pfkp"
"Pdcd6ip","Pnkp"
"Nadk","Ensa"
"Rap2b","Slc7a5"
"Nudt7","Slc7a5"
"Chmp6","Slc7a5"
"Ccdc93","Atxn3"
"Psme3","Rpl9"
"Wdr75","Tnpo1"
"Wdr75","Nol6"
"Wdr75","Thap11"
"Wdr75","2610002M06Rik"
"Erbb2ip","Dynlrb1"
"Dnaja2","Naip2"
"Commd3","Brcc3"
"Fhl3","Larp1"
"Fblim1","Acadl"
"1300001I01Rik","Hnrnpd"
"BC002288","Sp100"
"Oas1g","Hp"
"Ep300","Sh3glb2"
"Axl","Mthfs"
"Pdhb","Got2"
"Uqcrc2","Scfd2"
"Mogs","Mars"
"Parp1","Acy1"
"Trim25","Pdcl"
"Slc9a1","Tmem120a"
"Tmem120a","Psme4"
"Tollip","Fabp5"
"Cmpk2","Mcat"
"Pbrm1","Bcl2l1"
"Psmc4","Pycard"
"Slc3a2","Tor3a"
"Anp32a","Aldh3b1"
"Rps13","Rpl17"
"Vti1b","2810405K02Rik"
"Rae1","Ncf2"
"Rnf20","Atpaf1"
"Rab3il1","Atpaf1"
"Supt5h","Nmt1"
"2400001E08Rik","Rnf7"
"Rpia","Cpped1"
"Trim25","Stat3"
"Casp7","Myh14"
"Myh14","Ing5"
"5430435G22Rik","Myh14"
"Sema4a","Myh14"
"Myh14","Rgp1"
"Psmb10","Uba1"
"Xaf1","Dhx58"
"Numb","Gripap1"
"Il1f9","Nufip2"
"Brap","6-Sep"
"Cbl","Adprh"
"mKIAA1207","Lnpep"
"Nrd1","Lpxn"
"Epb4.1","Dcaf8"
"Prkra","Sec24c"
"Tns3","Efhd2"
"AI607873","Ftsj3"
"Anp32a","Oxct1"
"Mdn1","Cdk2ap1"
"Mdn1","Drd2"
"Mdn1","Rptor"
"Hmgn2","Polrmt"
"Parn","Polrmt"
"Rnf213","Cpd"
"Bud31","Snd1"
"Shc1","Grb2"
"Rpl9","Acot13"
"Nucks1","Wibg"
"Pdcd10","Wibg"
"Pdxk","Pofut1"
"Epc2","Hax1"
"Pppde2","Epc2"
"Ak4","Sntb2"
"1110058L19Rik","Ywhae"
"Cdk5","Mrpl1"
"Pid1","Srxn1"
"Naglu","2410016O06Rik"
"Ankle2","2410016O06Rik"
"Rars","Col4a3bp"
"AK171687","Eif2ak2"
"Axl","Cetn3"
"Cetn3","Rfc5"
"Akr1a4","Psma5"
"Bub3","Nacc1"
"Clic4","Zyx"
"Dctn6","Ehd4"
"Sqstm1","Trim30a"
"Sord","Pgp"
"Agfg2","Sec23ip"
"Rap1a","Smap1"
"Rin3","Tmem43"
"Eef1e1","Eif3k"
"Metap1","Ap3s1"
"Flot2","Mtif2"
"Irf4","Mtif2"
"Yy1","Stx8"
"Eif3m","Smarcb1"
"Plcb2","Nubp2"
"mFLJ00294","Ifitm3"
"Tor1aip1","Vim"
"Nup50","Tsr1"
"2310045N01Rik","Exosc8"
"Acsl1","Pla2g7"
"Hnrnpul1","Lsm14a"
"Pfdn5","Acox3"
"Cstb","Sf3a1"
"Gbp3","Ifit2"
"Ddx39","Cops5"
"Gbp3","Oasl1"
"Tcerg1","Pdcl3"
"Snora33","AK078801"
"Isyna1","D10Wsu52e"
"CLM1-A","Rpl14"
"Tnfaip8l2","Cbr3"
"Tmem199","Srrt"
"Cd177","Dek"
"Dnaja2","Stat5a"
"Cnn3","Arl5a"
"Atp1a1","Rasa3"
"Rgs10","Tnfrsf26"
"Abce1","Zmpste24"
"AK081796","Wdr81"
"Rpl18","Mrps31"
"Zeb2","Hspa8"
"Rnf114","Ik"
"Ppt1","Rpa3"
"Stat1","Osbpl3"
"Pebp1","Rrs1"
"Psmf1","Ipo4"
"BC013712","Mapkapk2"
"Tank","Tor1aip1"
"Kpna3","Ftsj1"
"Ftsj1","Phrf1"
"Dhfr","Copz1"
"Idh3b","Man2b1"
"2310003C23Rik","Leng8"
"Ugdh","Npl"
"Ddt","Fam175b"
"Dlst","mACS4"
"Nudcd2","Srrm1"
"Alkbh5","AK163149"
"Grhpr","Mtch2"
"Prkar1a","Pum1"
"Rars","Asl"
"Cryzl1","Uqcrh"
"Sec61a2","Maz"
"Mobkl1a","Dnaja2"
"Mpo","Pla2g15"
"Dock1","Ralb"
"Dock1","Ube2d2"
"Gmps","Dnmt1"
"Ilf2","Timm9"
"Ncbp2","Fam98a"
"Clpx","Mrpl39"
"BC005561","Gtpbp1"
"Zfp622","Mis12"
"Mis12","Mad2l1"
"Grb2","Ada"
"Nup153","Cpne9"
"Lrrfip1","Cpne9"
"Cpne9","Dynlrb1"
"Cpne9","Sh3kbp1"
"Dus3l","Timm9"
"Rps9","Ehd4"
"mACS4","AK032662"
"Stxbp1","Chmp2b"
"Mrps30","Ssbp1"
"Naa50","Iqgap1"
"Stard5","Gamt"
"Dctn3","Rpa3"
"Ppm1g","Nubp2"
"Pcna","Glrx3"
"nssr 1","AK153427"
"Was","Vps45"
"Gna13","Cyfip1"
"Ipo4","Hmga1"
"Srrm1","Epb4.1l2"
"Mtap1s","Tnfaip8l2"
"Ddhd1","Tmem57"
"Tmem57","Dock10"
"Rars","Golga3"
"Pts","Il16"
"Txnl1","Tubb2c"
"Rfc4","U2af2"
"Lemd2","Sucla2"
"Rbm33","Cd97"
"Chmp1b","Upp1"
"Psip1","Lmnb2"
"Pf4","mFLJ00017"
"Palm","Ilk"
"Upf2","Rbm6"
"Bcas2","Dhdh"
"Mapk12","Itih5"
"Pacs2","Dido1"
"Fdps","Vars"
"Ddx58","Bst2"
"mKIAA1207","Gnb1"
"Atp1b3","Uba3"
"Gm11428","Pold2"
"Supt16h","Apex1"
"Polr2k","Lilrb3"
"Aoah","AK185771"
"Pdcd5","Cmpk1"
"Cnpy4","Dido1"
"Cops3","Med7"
"Commd10","Med7"
"Tbl1x","Med7"
"Med7","Chn1"
"H2afx","Med7"
"Med7","Hk1"
"Smarca4","Aprt"
"Snrpd1","Creb1"
"0610037L13Rik","Plcb3"
"Atxn3","Nsfl1c"
"A230051G13Rik","Mars"
"Col4a3bp","Pfdn4"
"Mgea5","Kif1b"
"Dda1","Vps13a"
"Agap3","Mut"
"Ap3b1","H2-Ke2"
"Elac2","Taok1"
"Ywhae","Taok1"
"Msto1","Prps1"
"Apbb1ip","Txnrd1"
"Ppp2r5d","Apoo"
"Apoo","Nsf"
"BC002288","Dck"
"Polr2i","9630033F20Rik"
"Cpsf2","Polr2b"
"Adi1","5033414D02Rik"
"Arl6ip1","Rab8B"
"Ccl5","Bst2"
"Rnpep","Prcp"
"AK050838","AK041330"
"mKIAA4150","Gnas"
"Pgd","Klraq1"
"Gbp5","Trex1"
"Wdfy2","Plod3"
"Pnp","Fpr2"
"Cobra1","Ttr"
"Ttr","Hk1"
"Ankrd50","Lipe"
"Zfp259","Card11"
"Hist1h1d","Prdx3"
"Gmppb","Nubp2"
"Mtss1","Rac1"
"Atp6v0d2","Pik3r6"
"Dennd4b","Dpy30"
"Cbl","Efhd2"
"Chchd5","Pet112l"
"Pet112l","Uqcr11"
"Pet112l","Ptplb"
"Ankrd50","Pef1"
"Serpinb2","Bst2"
"Akr1e1","Dkc1"
"Plxdc2","AK153427"
"Wdfy2","Pitpnb"
"Slc25a5","Slc27a4"
"Hpse","Aldh9a1"
"Ctsd","Myo1e"
"Ifit1","Gbp2"
"Ppp4r2","Sdccag1"
"Clec4d","Ccl5"
"Hgs","Golga3"
"Rpl30","Tubb5"
"Coasy","Setd1a"
"Ubtf","Ints12"
"Setd3","Supt5h"
"Emb","Tollip"
"Ptms","Reps1"
"Ggta1","Nudt11"
"Sap30bp","Trip13"
"Psmf1","Mthfd2"
"Polr1a","Muted"
"Ctbp1","Rpl21"
"Uchl1","Pdk3"
"Osbpl3","AK011326"
"Slc7a2","Rasa4"
"Ccl6","2310008H04Rik"
"Epx","Nasp"
"Tpp2","Vapb"
"Dido1","Usf2"
"Dnajc1","Acp5"
"Trappc1","Bpnt1"
"5430435G22Rik","Dpp9"
"Rassf4","Kpna3"
"Rnaset2a","Pld3"
"Mobkl1a","Rbpms"
"Crnkl1","Gtpbp1"
"2610301G19Rik","Sh3glb2"
"Rps6","Eif3b"
"Ankrd17","Src"
"Tln1","Adrbk1"
"Dennd1b","Smc4"
"Aarsd1","Trmt112"
"Car2","Hmbs"
"Snord96a","Tle3"
"MAN2B2","Oxct1"
"Gvin1","Naa10"
"Ifit1","Dhx58"
"Rcc1","Ldha"
"Mvd","Trappc6b"
"Ell","Med17"
"Med17","Ak1"
"Sbds","Psme1"
"Arl6ip5","Rbm12"
"Prpf3","Gstp1"
"Sgpl1","Rnh1"
"Ube2n","Cpsf3"
"Dgkz","Nubp1"
"Pcca","Etfb"
"Ctbp1","Usp5"
"Nufip2","Coro2a"
"Eif3i","Nubp1"
"Mki67ip","Tuba3a"
"Ubqln1","Cog3"
"Rpl34","Cdc5l"
"Ifit1","Slc7a2"
"Rab8a","Pcyt2"
"Spin1","Nenf"
"Spin1","Sssca1"
"Srsf5","Map2k1"
"Sf3b2","Svil"
"Micall2","Trmt5"
"Chaf1b","Ndufa3"
"Ndufs3","Copz1"
"Spr","Scfd1"
"Car2","Atp1b3"
"Pgp","Metap1"
"Ptgs2","Ddx24"
"Uevld","Arfgap3"
"Nup214","Igbp1"
"Pctp","Rab21"
"Mat2a","Psma1"
"Mvk","Golga4"
"Syk","Mosc2"
"Ube2z","Tmx2"
"Tmx2","Tom1l2"
"Mrps30","Pycrl"
"Arhgap25","Plrg1"
"Ttll12","Eif3l"
"Arid1a","Dnajc9"
"Cpne9","Unc119"
"Glt25d1","Hnrnpu"
"Palm","Mcm7"
"Ppih","Rpl9"
"pub","Cycs"
"Ddx19a","Birc6"
"Sf3b2","Srsf1"
"Crtc3","Serpinb6b"
"Rpl36al","Ep300"
"N4bp1","Ndrg1"
"Tor1aip1","Trps1"
"Plcb3","Slc15a3"
"Rab19","Prg2"
"Gga1","Ptpn11"
"Cpsf1","Nomo1"
"Tuba4a","Clpp"
"Arsb","Manba"
"Tmem57","Atl3"
"Sec61b","Eno1"
"Atp5f1","Glmn"
"Cyb5r1","Glmn"
"Glmn","Nedd4l"
"Ndufa12","Tsta3"
"Tufm","Acads"
"Trex1","Clic4"
"Ncf4","Actr1b"
"Gbp5","Bst2"
"Rab11fip5","Magohb"
"Sec16a","Apob48r"
"Magoh","Pam16"
"Dnajc8","Upf1"
"Dnaja1","Syk"
"Ltf","Camp"
"Cd14","Itga5"
"Ddi2","Klraq1"
"Akr1a4","Tubb2c"
"Ppm1g","Metap1"
"Psme3","Mcm7"
"Etfa","Rpl7a"
"Ep300","Ttll12"
"Psmd3","Ncbp1"
"Akr1a4","Copz1"
"Cpt2","Clpp"
"G3bp2","D4Ertd22e"
"Nek7","Dctn2"
"Akr1a4","Tuba3a"
"Naa20","Immt"
"Hmgcl","Fdxr"
"Dlgap4","Glg1"
"Pnp","Uba1"
"Impdh1","Hexb"
"2810428I15Rik","Wdr61"
"1110054O05Rik","Apoo"
"Bud31","Pon3"
"Nol8","Trim16"
"Akr1a4","Ppfia1"
"Surf4","Zmat2"
"Ddi2","Lmnb2"
"Gpx1","B4galnt1"
"Aars","Sart1"
"Echs1","Stx7"
"Strada","Cspg4"
"Glul","Psma1"
"Il1b","Slfn5"
"Rcc2","Card9"
"Nfkb2","Cd274"
"Srxn1","H2-Ab1"
"Pfdn4","Vamp3"
"Acox3","Tnpo1"
"Sart1","Ppp1ca"
"Gatad2a","Yy1"
"Rufy3","Frg1"
"Pdcl","Frmd8"
"Ints3","Acy1"
"Vdac1","Eif3d"
"Dbi","Cd180"
"Atp1a1","Glt25d1"
"Dlst","Cnpy4"
"Dennd1b","Cog6"
"Actr3","Exosc4"
"Tbc1d5","Tcof1"
"Psmb6","Agl"
"Pdcd5","Nqo2"
"Arpc3","Thoc6"
"MAN2B2","Acads"
"Ppp1r9b","Acly"
"Chrac1","2010321M09Rik"
"Was","Dcakd"
"Npepps","Vps28"
"Trappc3","Dpp7"
"Tank","Cycs"
"Pde12","Mrpl13"
"Rsad2","Gbp2"
"2310047M10Rik","Klc4"
"Nek7","Ncf2"
"Rab7l1","Por"
"Twf2","Rab7l1"
"Rab7l1","Api5"
"Rab7l1","Clec12a"
"Lrp1","Ctsa"
"Tmod3","Snrpa"
"Ifitm3","Stat1"
"Smek2","Dnajc8"
"Ftsj3","Cdk1"
"Cd14","Ddx24"
"Dtx3l","Oas3"
"Nhlrc3","Sf3b5"
"Pcbp2","Dpp7"
"Ipo4","Dido1"
"Spnb2","Hnrnpa2b1"
"Arpc2","Rbm6"
